mean,std,var,skewness,kurtosis,rms,peak_to_peak,crest_factor,impulse_factor,shape_factor,entropy,hist_bin_1,hist_bin_2,hist_bin_3,hist_bin_4,hist_bin_5,hist_bin_6,hist_bin_7,hist_bin_8,hist_bin_9,hist_bin_10,lpc_1,lpc_2,lpc_3,lpc_4,lpc_5,lpc_6,lpc_7,lpc_8,lpc_9,lpc_10,lpc_11,lpc_12,id,label
4.7525798420068426e-05,0.7064935692152268,0.4991331633424705,-0.0008848498349228672,-1.4983741814885474,0.7064935708137563,2.0447684912947106,1.4493045602658254,1.6104862689125767,1.1112131384014883,10.789927737479886,0.9647332978761569,0.44415938961625046,0.3892364543411227,0.3271496579431522,0.32476170423553796,0.31043398198985245,0.34386533389645196,0.3605810098497517,0.48714255635330694,0.9384658070924001,0.9458140700770926,0.3360150318379027,-0.021398514970905207,-0.14475266747614213,-0.09662758238589074,-0.08925759713868532,-0.04872407442055704,-0.009820443254161478,0.013659857200772129,0.015632715214040065,-0.0004199087822280051,-0.00031738445244760904,0,0
8.848719261787819e-06,0.7068970980821376,0.49970350727694723,-7.163388662226832e-05,-1.4987276800361833,0.7068970981375203,2.051710570521979,1.4553187753430294,1.6168981028940226,1.1110267594210812,10.79063565173939,0.9471898243939871,0.4521760468212499,0.37126033317955254,0.3403219720812567,0.3212829806361514,0.3236628545667892,0.33318235028934223,0.3688804592489146,0.4783546600582699,0.9376703286714345,0.9583199065569032,0.311915609304907,-0.04256469535792739,-0.08691064324450973,-0.14361948224466267,-0.04650316001469619,-0.049706168956323266,-0.014135330900147614,-0.023516510166058182,0.010798906928940083,0.039848475453250806,-0.014506062974424097,1,0
-8.001650316856977e-05,0.7068639043963852,0.49965657933850205,0.0006044825258826228,-1.4982780237527,0.7068639089252915,2.047753317521451,1.454596403861719,1.6164803048626626,1.1112912836654676,10.78984952523214,0.9466357817191979,0.46258776235144683,0.36720884227898376,0.32905727424999826,0.34097963925905617,0.31713490924094057,0.32428832824637494,0.36959331528079536,0.4625877623514471,0.9633270927318774,0.9511683872912341,0.31163719864680345,0.010958711603677793,-0.16620607041452634,-0.1086735121279738,-0.07940743071607417,-0.004470998282197363,-0.02082959854345371,-0.005642448230201359,0.005112060847396675,-0.018765252700614632,0.02498861941026757,2,0
-0.0001340014066069017,0.7065653570460377,0.4992346037775947,-0.0009138112782892791,-1.499033751885288,0.706565369752843,2.0395122006394404,1.4499799474355786,1.6106845687347913,1.1108323060490826,10.791174875784005,0.9456726647162486,0.47882160238797394,0.36151030980292054,0.33517512167158175,0.32559868962382227,0.316022257576063,0.33278101365964174,0.37348084986261987,0.45966873829245525,0.9744019608595255,0.9595153175972272,0.32982284272536,-0.03361989061810532,-0.12861845674403938,-0.1229413272123701,-0.10106714576556941,-0.04564298375607771,0.03631959746753148,0.01080271523379211,-0.01861410185950234,0.03229572509185761,-0.019796216555671275,3,0
-5.509642010681406e-05,0.7069826789537071,0.4998245083405606,0.0008456834310609269,-1.4998101482366903,0.7069826811005883,2.045094129816193,1.4521482629356033,1.6133232374811561,1.110990715383103,10.790287913997123,0.9335412290639119,0.47512712169748966,0.3772366091869514,0.32948513966961596,0.32470999271788237,0.3151596988144151,0.3461981540006836,0.3605235948558839,0.47035197474575585,0.9574169638225812,0.9354274918256309,0.32639426693324247,0.025121112724878575,-0.1586125066535078,-0.1320185174599549,-0.07013715597367785,-0.057907591907303414,0.05227139848612869,-0.01931309904123996,-0.024281427652825677,0.00080558313272849,0.022839731387181206,4,0
-0.00036151892069780957,0.7072069746369642,0.5001417049751677,-0.00035916881203377235,-1.4984543038433933,0.7072070670398435,2.0438625849818717,1.4461427461887528,1.6066362018923948,1.110980369072566,10.790695495183968,0.9603828747701306,0.451523291869539,0.37507490382813535,0.3440177461863154,0.31057157641820143,0.32729466130225826,0.33685070980743403,0.37507490382813535,0.4491342797432449,0.9627718868964249,0.9670029175613442,0.28100686504797506,0.002191667055214136,-0.10241030209942095,-0.13471338802040067,-0.08591187022853172,-0.05276638425673708,-0.01181332449957252,0.033676722544386146,-0.018221568318572127,0.04417875624593274,-0.024097410624088222,5,0
3.1854653345132766e-06,0.7072366935952966,0.5001837407676075,-0.00020921219378278527,-1.498857082600002,0.7072366936024705,2.041550258290444,1.4460232410843952,1.606523772247571,1.1109944339779865,10.790589322463251,0.9495120458720637,0.47116844593651525,0.36354113595101706,0.33962395595423944,0.31809849395713974,0.32527364795617314,0.33723223795456153,0.3707162899500503,0.45681813793844905,0.9662540718698085,0.9499396816458906,0.3258311757392216,-0.007021309015117346,-0.15157443870333118,-0.10522239800138894,-0.0936052510440339,-0.014992824783499073,-0.06543692251400463,-0.0044886269592558075,0.07968377375517209,0.04168994071950709,-0.05990572677151099,6,0
-3.616797465827784e-05,0.7071737046342753,0.5000946485261653,-0.0006022441606477492,-1.498981291332585,0.70717370555917,2.0439324003662476,1.4472628155110006,1.6076932590174677,1.1108509399861988,10.79099076862566,0.953183279031586,0.4730082437299599,0.36789530067885756,0.3272834817727501,0.3344502733444161,0.31772775967719513,0.3320613428205276,0.3631174396310802,0.46584145215829365,0.9579611400793648,0.930852900727886,0.3447676113519649,-0.0032404418018152675,-0.1371385156110833,-0.12830990036966197,-0.08556208028579361,-0.024036316667982532,-2.228123496628638e-05,-0.04259028324532016,0.038713619360560544,0.0074537211261975515,-0.00016451802117410929,7,0
-0.00011256665719246162,0.706942827167268,0.49976816088324977,0.0016938698938062222,-1.4987571475544386,0.7069428361292743,2.049827009178739,1.4610382371229513,1.6231634879691708,1.110965782227215,10.790656502201479,0.9313857603354101,0.45973772824740217,0.3763656013631582,0.33348850753697545,0.31919614292824794,0.33348850753697584,0.3311064467688542,0.36683735829067304,0.45735566747928064,0.9694987326253501,0.9631519139947252,0.302468103221627,-0.042125571161157574,-0.0965331982878962,-0.08729425604517367,-0.09191809154325987,-0.06160052246983996,-0.03255410792203321,0.03685588447440603,-0.005711652341559876,0.02063067673286233,-0.005454392446666646,8,0
-7.110583723162704e-05,0.7069298977509243,0.49974988033413226,-0.0011432790972158437,-1.497460004996978,0.7069299013269791,2.0420730316090747,1.445095510260454,1.6062517385151593,1.1115194304531884,10.789360368999901,0.9588333924360996,0.4590922976252649,0.36105696323653647,0.3443192232189485,0.3227992717677642,0.3227992717677646,0.3347548003517555,0.36583917467013277,0.4734389319260542,0.9540511810025031,0.9719116141857316,0.2906904202836788,-0.0367493265107933,-0.12304567791842685,-0.10005063818234959,-0.012850362859333914,-0.07225358859899794,-0.0554109420677714,0.0064021235989091315,0.006964395996400245,0.02811655366644479,-0.003559708179295744,9,0
